,name,university,type,location,duration,link
5,English & Business Preparation Programme (6 Months),Wittenborg University of Applied Sciences,Short or summer course,Apeldoorn,6 months,https://www.studyinnl.org//dutch-education/studies/english-business-preparation-programme-6-months-10333
6,Hotel Management (Short Degree Programme),Saxion University of Applied Sciences,Bachelor,Apeldoorn,1 year,https://www.studyinnl.org//dutch-education/studies/hotel-management-short-degree-programme-13175
7,Master of Business Management (MSc) in Tourism & Travel,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-management-msc-in-tourism-travel-8224
8,Master of Business Administration (MBA) in Hospitality Management,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-administration-mba-in-hospitality-management-8225
9,Bachelor of Business Administration (IBA) in Logistics and International Trade,Wittenborg University of Applied Sciences,Bachelor,Apeldoorn,4 years,https://www.studyinnl.org//dutch-education/studies/bachelor-of-business-administration-iba-in-logistics-and-international-trade-8218
10,Master of Business Management (MSc) in Hospitality Management,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-management-msc-in-hospitality-management-8233
11,Bachelor of Business Administration (HBA) in Hotel & Hospitality Services Management,Wittenborg University of Applied Sciences,Bachelor,Apeldoorn,4 years,https://www.studyinnl.org//dutch-education/studies/bachelor-of-business-administration-hba-in-hotel-hospitality-services-management-8213
12,Bachelor of Business Administration (HBA) in Event Management,Wittenborg University of Applied Sciences,Bachelor,Apeldoorn,4 years,https://www.studyinnl.org//dutch-education/studies/bachelor-of-business-administration-hba-in-event-management-8220
13,Master of Business Administration (MBA) in Sport Business Management,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-administration-mba-in-sport-business-management-8232
14,Master of Business Management (MSc) in Human Resource Management,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-management-msc-in-human-resource-management-8228
15,Bachelor of Business Administration (MCI) in Digital & Social Media,Wittenborg University of Applied Sciences,Bachelor,Apeldoorn,4 years,https://www.studyinnl.org//dutch-education/studies/bachelor-of-business-administration-mci-in-digital-social-media-10323
16,Master of Business Management (MSc) in Finance,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-management-msc-in-finance-11322
17,Master of Business Management (MSc) in Event Management,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-management-msc-in-event-management-8234
18,Master of Business Management (MSc) in Digital Marketing & Communication,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-management-msc-in-digital-marketing-communication-8230
19,Master of Business Administration (MBA) in Finance,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-administration-mba-in-finance-10042
20,Hospitality Management,Saxion University of Applied Sciences,Bachelor,Apeldoorn,1 year,https://www.studyinnl.org//dutch-education/studies/hospitality-management-1724
21,Master of Business Administration (MBA) in Education,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-administration-mba-in-education-8229
22,Bachelor of Business Adminstration (MCI) in Information Management,Wittenborg University of Applied Sciences,Bachelor,Apeldoorn,4 years,https://www.studyinnl.org//dutch-education/studies/bachelor-of-business-adminstration-mci-in-information-management-8216
23,Bachelor International Business Administration,Wittenborg University of Applied Sciences,Bachelor,Apeldoorn,4 years,https://www.studyinnl.org//dutch-education/studies/bachelor-international-business-administration-1933
24,Master of Business Management,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-management-10027
25,Master of Business Management (MSc) in Logistics & Trade,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-management-msc-in-logistics-trade-8231
26,Master of Business Administration,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-administration-1935
27,Bachelor of Business Administration (HBA) in Sport Business Management,Wittenborg University of Applied Sciences,Bachelor,Apeldoorn,4 years,https://www.studyinnl.org//dutch-education/studies/bachelor-of-business-administration-hba-in-sport-business-management-8222
28,Pre-Master in Business and Management leading to the Master of Business Management programmes,Wittenborg University of Applied Sciences,Short or summer course,Apeldoorn,6 months,https://www.studyinnl.org//dutch-education/studies/pre-master-in-business-and-management-leading-to-the-master-of-business-management-programmes-10324
29,Bachelor of Business Administration (IBA) in Economics and Management,Wittenborg University of Applied Sciences,Bachelor,Apeldoorn,4 years,https://www.studyinnl.org//dutch-education/studies/bachelor-of-business-administration-iba-in-economics-and-management-8219
30,Bachelor of Business Administration (MCI) in Marketing & Communication,Wittenborg University of Applied Sciences,Bachelor,Apeldoorn,4 years,https://www.studyinnl.org//dutch-education/studies/bachelor-of-business-administration-mci-in-marketing-communication-8214
31,Bachelor of Business Administration (MCI) in Business Analytics,Wittenborg University of Applied Sciences,Bachelor,Apeldoorn,4 years,https://www.studyinnl.org//dutch-education/studies/bachelor-of-business-administration-mci-in-business-analytics-10322
32,Master of Business Management (MSc) in Entrepreneurship & Innovation,Wittenborg University of Applied Sciences,Master,Apeldoorn,1.5 year,https://www.studyinnl.org//dutch-education/studies/master-of-business-management-msc-in-entrepreneurship-innovation-8236
0,Graphic Design,ArtEZ University of the Arts,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/graphic-design-9815
1,Communication,HAN University of Applied Sciences,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/communication-8700
2,Jazz & Pop,ArtEZ University of the Arts,Master,Arnhem,2 years,https://www.studyinnl.org//dutch-education/studies/jazz-pop-9005
3,Werkplaats Typografie,ArtEZ University of the Arts,Master,Arnhem,2 years,https://www.studyinnl.org//dutch-education/studies/werkplaats-typografie-9868
4,Composition for Film and Theatre,ArtEZ University of the Arts,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/composition-for-film-and-theatre-57390
5,International Social Work,HAN University of Applied Sciences,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/international-social-work-10118
6,Engineering Systems,HAN University of Applied Sciences,Master,Arnhem,1.5 year,https://www.studyinnl.org//dutch-education/studies/engineering-systems-10663
7,BEAR Fine Art,ArtEZ University of the Arts,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/bear-fine-art-2289
8,Engineering Systems: Sustainable Energy,HAN University of Applied Sciences,Master,Arnhem,1.5 year,https://www.studyinnl.org//dutch-education/studies/engineering-systems-sustainable-energy-10670
9,Performance Practices,ArtEZ University of the Arts,Master,Arnhem,2 years,https://www.studyinnl.org//dutch-education/studies/performance-practices-2303
10,Automotive Engineering,HAN University of Applied Sciences,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/automotive-engineering-8653
11,BEAR Fine Art,ArtEZ University of the Arts,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/bear-fine-art-13773
12,Embedded Systems Engineering,HAN University of Applied Sciences,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/embedded-systems-engineering-10893
13,Engineering Systems: Automotive Systems,HAN University of Applied Sciences,Master,Arnhem,1.5 year,https://www.studyinnl.org//dutch-education/studies/engineering-systems-automotive-systems-10665
14,Dance Artist,ArtEZ University of the Arts,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/dance-artist-2284
15,Jazz & Pop,ArtEZ University of the Arts,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/jazz-pop-9814
16,Engineering Systems - Cyber-Physical Systems,HAN University of Applied Sciences,Master,Arnhem,1.5 year,https://www.studyinnl.org//dutch-education/studies/engineering-systems-cyber-physical-systems-13230
17,DAI Art Praxis,ArtEZ University of the Arts,Master,Arnhem,2 years,https://www.studyinnl.org//dutch-education/studies/dai-art-praxis-9865
18,Fashion Design,ArtEZ University of the Arts,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/fashion-design-36071
19,Design Art Technology,ArtEZ University of the Arts,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/design-art-technology-8982
20,Product Design,ArtEZ University of the Arts,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/product-design-8980
21,International Business,HAN University of Applied Sciences,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/international-business-8666
22,Mechanical Engineering,HAN University of Applied Sciences,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/mechanical-engineering-8682
23,Electrical and Electronic Engineering,HAN University of Applied Sciences,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/electrical-and-electronic-engineering-8680
24,Embedded Systems Engineering,HAN University of Applied Sciences,Bachelor,Arnhem,4 years,https://www.studyinnl.org//dutch-education/studies/embedded-systems-engineering-11485
25,Circular Economy,HAN University of Applied Sciences,Master,Arnhem,1 year,https://www.studyinnl.org//dutch-education/studies/circular-economy-14253
26,Critical Fashion Practices,ArtEZ University of the Arts,Master,Arnhem,2 years,https://www.studyinnl.org//dutch-education/studies/critical-fashion-practices-9867
